label,area,mean_intensity_GFP_ska,fname_GFP_ska,GFP_ska_cyto,GFP_ska_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg
30_16,30.0,10276.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z30_C1_T0.tif,4440.637738413831,2818.56,17499.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z30_C0_T0.tif,14657.139859867653,11134.535
32_5,24.0,8355.083333333334,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,18994.916666666668,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_9,13.0,6803.384615384615,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,15921.076923076924,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_13,33.0,10131.181818181818,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,17890.60606060606,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_14,5.0,7404.2,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,17439.8,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_15,45.0,11382.2,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,19285.82222222222,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_16,5.0,6861.0,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,15364.0,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_17,8.0,10945.25,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,18149.0,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_18,25.0,8474.36,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,18479.88,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_19,26.0,11013.346153846154,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,19432.576923076922,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_20,37.0,8994.567567567568,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,20125.297297297297,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
32_21,28.0,9112.357142857143,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C1_T0.tif,4662.360754477731,2784.2725,18239.535714285714,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z32_C0_T0.tif,14560.253783557686,11228.2625
33_3,31.0,9204.516129032258,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19934.322580645163,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_5,14.0,7922.285714285715,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,18922.85714285714,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_7,21.0,10354.333333333334,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,18928.47619047619,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_8,59.0,9538.440677966102,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,16923.525423728814,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_9,80.0,10761.5125,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19862.8125,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_10,25.0,8768.56,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19104.44,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_11,17.0,10059.29411764706,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,18498.117647058825,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_12,40.0,11617.8,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19823.35,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_13,31.0,9640.129032258064,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19228.967741935485,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_14,19.0,11570.526315789473,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19940.684210526317,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_15,35.0,9382.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19633.82857142857,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_16,5.0,15242.2,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19334.2,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_17,5.0,8480.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,17669.6,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_18,14.0,8862.5,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19280.071428571428,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_19,39.0,10483.179487179486,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,20003.076923076922,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_20,5.0,7276.2,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,16604.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
33_21,19.0,6617.1578947368425,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C1_T0.tif,4668.208721943221,2786.7275,19185.894736842107,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z33_C0_T0.tif,14548.00493458802,10971.3325
34_1,14.0,6990.071428571428,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,19185.85714285714,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_6,5.0,7574.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,19050.6,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_7,5.0,10318.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,19233.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_8,36.0,10345.861111111111,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,20100.88888888889,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_9,37.0,11377.432432432432,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,17261.108108108107,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_10,17.0,9681.70588235294,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,19401.882352941175,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_11,31.0,8738.225806451614,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,16540.41935483871,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_12,18.0,10756.722222222223,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,20905.666666666668,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_13,18.0,10661.555555555555,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,20732.0,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_14,25.0,9260.56,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,18469.16,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_15,22.0,9439.136363636364,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,19038.045454545456,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_16,40.0,9615.95,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,20522.225,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_17,17.0,9558.0,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,18364.470588235294,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
34_18,24.0,9046.291666666666,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C1_T0.tif,4560.427739188886,2804.135,18801.25,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z34_C0_T0.tif,14456.976373190186,11019.0775
35_1,24.0,6829.583333333333,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,19743.708333333332,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_2,32.0,8569.0625,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,19590.5,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_4,5.0,8537.6,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,17867.8,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_5,5.0,9414.4,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,18279.8,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_6,32.0,10735.1875,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,19396.34375,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_7,33.0,8805.09090909091,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,16417.21212121212,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_8,46.0,8852.630434782608,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,18187.282608695652,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_9,16.0,8017.6875,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,18677.0,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_10,28.0,9000.535714285714,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,17935.64285714286,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_11,27.0,9045.481481481482,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,19767.444444444445,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_12,23.0,9718.08695652174,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,19052.956521739132,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_13,32.0,9703.15625,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,19947.96875,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_14,5.0,7913.0,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,16084.8,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_15,17.0,8792.470588235294,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,18070.352941176472,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
35_16,26.0,9037.576923076924,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C1_T0.tif,4570.122275751319,2797.6575,18394.0,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z35_C0_T0.tif,14453.917139268451,10849.93
36_1,38.0,6486.5,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z36_C1_T0.tif,4476.52587567729,2764.9475,18801.21052631579,EXPT-2021-005-SET5_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS1_R3D_D3D_Z36_C0_T0.tif,14372.763941363155,10657.2175
