label,area,min_intensity_particle,max_intensity_particle,mean_intensity_particle,fname_particle,particle_cyto,particle_bg,min_intensity_mask,max_intensity_mask,mean_intensity_mask,fname_mask,mask_cyto,mask_bg,Particle Intensity * Area,mask@kt/mask@cyto,particle@kt/particle@cyto,mask@kt/mask@cyto:particle@kt/particle@cyto,condition
0_1,16.0,98.0,2129.0,967.6875,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0000.tif,1070.3449213439503,524.5375,278.0,1111.0,707.1875,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0000.tif,455.79991663193,250.4875,15483.0,1.5515305602196323,0.9040894021199716,1.716125149328701,Control
1_1,8.0,65.0,851.0,442.625,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0001.tif,1129.884178068992,526.175,275.0,954.0,626.25,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0001.tif,464.2474943751278,242.8325,3541.0,1.3489571997430505,0.3917436924875435,3.4434688435626675,Control
1_2,40.0,204.0,4272.0,1924.95,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0001.tif,1129.884178068992,526.175,241.0,2024.0,832.775,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0001.tif,464.2474943751278,242.8325,76998.0,1.7938168974307687,1.7036701967893744,1.0529132345047056,Control
2_1,31.0,369.0,3576.0,1952.3870967741937,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0002.tif,1229.9560373980505,520.0175,442.0,1794.0,1048.8064516129032,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0002.tif,485.79308240081383,228.5525,60524.0,2.1589571560583964,1.5873633182080498,1.3600901137715657,Control
2_2,8.0,1783.0,2607.0,2302.5,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0002.tif,1229.9560373980505,520.0175,585.0,1607.0,1017.625,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0002.tif,485.79308240081383,228.5525,18420.0,2.094770462705739,1.8720181290958144,1.1189904788569083,Control
2_3,10.0,258.0,868.0,562.3,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0002.tif,1229.9560373980505,520.0175,361.0,1407.0,863.3,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0002.tif,485.79308240081383,228.5525,5623.0,1.7770940576871288,0.45717081172229157,3.8871555491312177,Control
2_4,42.0,531.0,7359.0,3104.0714285714284,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0002.tif,1229.9560373980505,520.0175,362.0,3246.0,1186.8095238095239,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0002.tif,485.79308240081383,228.5525,130371.0,2.4430350427063545,2.5237255106597427,0.9680272408340104,Control
3_1,39.0,172.0,7822.0,3440.5128205128203,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0003.tif,1345.987105093488,484.62,583.0,4523.0,1851.5128205128206,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0003.tif,507.9595435684647,216.485,134180.0,3.645000559504729,2.5561261378309066,1.4259861849375814,Control
3_2,29.0,266.0,5456.0,2565.8275862068967,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0003.tif,1345.987105093488,484.62,655.0,3022.0,1497.1724137931035,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0003.tif,507.9595435684647,216.485,74409.0,2.947424519825581,1.906279470655614,1.5461660082883297,Control
3_3,37.0,1392.0,14543.0,5631.054054054054,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0003.tif,1345.987105093488,484.62,359.0,9517.0,2598.4594594594596,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0003.tif,507.9595435684647,216.485,208349.0,5.115485066399248,4.18358692497499,1.2227509929006266,Control
4_1,47.0,770.0,12439.0,5337.021276595745,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0004.tif,1343.498562037798,450.9675,479.0,7714.0,2697.063829787234,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0004.tif,542.1659969864389,209.6225,250840.0,4.974608966217952,3.9724800810360623,1.252267818777967,Control
4_2,5.0,2355.0,4870.0,3168.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0004.tif,1343.498562037798,450.9675,1175.0,3400.0,2382.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0004.tif,542.1659969864389,209.6225,15843.0,4.393857256340598,2.358469215771929,1.8630123416313003,Control
4_3,30.0,493.0,7562.0,3727.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0004.tif,1343.498562037798,450.9675,632.0,5054.0,2155.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0004.tif,542.1659969864389,209.6225,111816.0,3.9747974088716274,2.7742493407262305,1.4327469959247148,Control
4_4,35.0,1551.0,33126.0,9147.828571428572,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0004.tif,1343.498562037798,450.9675,324.0,13652.0,3377.714285714286,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0004.tif,542.1659969864389,209.6225,320174.0,6.2300371186848365,6.808960448423024,0.9149762531118435,Control
5_1,58.0,765.0,31593.0,7914.758620689655,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,480.0,10696.0,3333.448275862069,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,459056.0,5.335863392000526,5.5487075451205605,0.9616407692441448,Control
5_2,29.0,2297.0,12215.0,6227.241379310345,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,564.0,6494.0,2651.896551724138,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,180590.0,4.244900943020591,4.36565950809192,0.9723389868478066,Control
5_3,13.0,418.0,4688.0,2347.153846153846,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,986.0,3413.0,2243.4615384615386,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,30513.0,3.5911174566949935,1.6454917805917584,2.182397687458239,Control
5_4,27.0,2520.0,9225.0,4989.62962962963,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,751.0,7193.0,2756.037037037037,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,134720.0,4.411599015773065,3.4980214685145516,1.2611697942627174,Control
5_5,20.0,874.0,6414.0,3807.4,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,1089.0,5334.0,2710.15,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,76148.0,4.338147460257335,2.6692095261208597,1.6252554989798529,Control
5_6,9.0,732.0,4869.0,2316.6666666666665,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,1047.0,3221.0,2071.777777777778,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,20850.0,3.3163026049791533,1.6241184891299376,2.0419092739691314,Control
5_7,25.0,732.0,6949.0,3390.68,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,598.0,4891.0,2095.96,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,84767.0,3.3550111804885203,2.377064494412848,1.4114094036465057,Control
5_8,13.0,826.0,6021.0,3275.5384615384614,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,979.0,3474.0,2169.230769230769,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,42582.0,3.4722959807577167,2.296343558521229,1.5120977729455094,Control
5_9,64.0,1173.0,27328.0,7677.328125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0005.tif,1426.4148103552077,416.2975,392.0,8664.0,2838.9375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0005.tif,624.7251908396946,208.235,491349.0,4.544298103593642,5.382254915797026,0.8443111994298218,Control
6_1,61.0,1129.0,23844.0,8067.147540983607,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,475.0,13266.0,3320.934426229508,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,492096.0,4.37146918674771,4.866605928881166,0.898258303760525,Control
6_2,32.0,345.0,6694.0,3209.53125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,561.0,4814.0,1963.15625,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,102705.0,2.584175401918368,1.936189183453924,1.3346709216237413,Control
6_3,57.0,925.0,22045.0,6105.070175438596,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,383.0,6535.0,2445.5789473684213,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,347989.0,3.2192062955961296,3.6829586370007643,0.874081577581253,Control
6_4,30.0,872.0,9410.0,4244.233333333334,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,565.0,5932.0,2363.733333333333,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,127327.0,3.1114698774967655,2.560385935502137,1.21523471690472,Control
6_5,63.0,1334.0,19861.0,6704.396825396825,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,595.0,9404.0,3185.3015873015875,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,422377.0,4.1929306490995275,4.044509806507152,1.0366968680242987,Control
6_6,29.0,982.0,6875.0,3114.7241379310344,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,510.0,5668.0,1885.7586206896551,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,90327.0,2.482294031125498,1.8789956275717572,1.3210749374299444,Control
6_7,30.0,1497.0,9044.0,4340.433333333333,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,564.0,6353.0,2308.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,130213.0,3.0381060232101205,2.618419768152393,1.1602822664884882,Control
6_8,55.0,900.0,13312.0,4666.345454545454,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,360.0,7883.0,2437.0363636363636,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,256648.99999999997,3.2079613757130527,2.815030261926969,1.1395832645568473,Control
6_9,40.0,890.0,8660.0,4247.075,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,510.0,5331.0,2126.725,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,169883.0,2.799487015689577,2.562100205853292,1.092653210555137,Control
6_10,56.0,1445.0,32492.0,7676.964285714285,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,479.0,11904.0,3065.8214285714284,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,429910.0,4.035654483634971,4.631223083359004,0.8714014442828202,Control
6_11,9.0,1614.0,6500.0,4125.555555555556,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,1229.0,3481.0,2421.222222222222,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,37130.0,3.1871446346895693,2.48879210707324,1.2805989803775033,Control
6_12,16.0,1430.0,7590.0,4102.4375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,1032.0,4392.0,2500.4375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,65639.0,3.291418643592052,2.474845855853797,1.329948948459477,Control
6_13,8.0,1251.0,5697.0,2965.375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0006.tif,1657.653744493392,395.3925,682.0,4791.0,2105.875,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0006.tif,759.6838235294117,220.705,23723.0,2.772041387187007,1.788898924067083,1.549579660367137,Control
7_1,5.0,1108.0,3180.0,1990.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0007.tif,2323.153846153846,369.87,1545.0,3698.0,2596.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0007.tif,1068.68156424581,211.9775,9950.0,2.4297228350078934,0.8565941525115063,2.836492436802218,Control
7_2,5.0,498.0,2002.0,1126.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0007.tif,2323.153846153846,369.87,952.0,3205.0,2025.4,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0007.tif,1068.68156424581,211.9775,5633.0,1.8952324693926628,0.4849442071454587,3.9081453937734922,Control
7_3,13.0,1077.0,7003.0,3652.769230769231,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-C(particle)0007.tif,2323.153846153846,369.87,630.0,3899.0,2256.230769230769,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-mitosis-CENP-A(mask)0007.tif,1068.68156424581,211.9775,47486.0,2.1112283066500135,1.5723320419853648,1.342736934867899,Control
