,label,area,min_intensity_particle,max_intensity_particle,mean_intensity_particle,fname_particle,particle_cyto,particle_bg,min_intensity_mask,max_intensity_mask,mean_intensity_mask,fname_mask,mask_cyto,mask_bg,mask@kt/mask@cyto,particle@kt/particle@cyto,mask@kt/mask@cyto:particle@kt/particle@cyto,mean_intensity_mask/mean_intensity_particle,mean_intensity_particle/mean_intensity_mask,particle@kt/particle@cyto:mask@kt/mask@cyto,condition,cell,Experiment
0,0_1,5.0,507.0,653.0,597.4,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,242.0,681.0,454.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.4055140791066438,0.9461459863683331,1.4855150255422416,0.7612989621694007,1.3135444151275284,0.6731672065282414,Interphase,KTProtein_Interphase_1,Expt-1
1,0_2,8.0,802.0,1146.0,1039.625,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,281.0,793.0,480.875,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.4860962682286882,1.6465299984569441,0.9025625221656408,0.46254659131898523,2.1619443722381075,1.1079564854970536,Interphase,KTProtein_Interphase_1,Expt-1
2,0_3,8.0,54.0,426.0,214.625,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,188.0,739.0,460.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.421584160925805,0.33991727874841565,4.182147392330615,2.143273150844496,0.46657608695652175,0.23911161089966346,Interphase,KTProtein_Interphase_1,Expt-1
3,0_4,8.0,108.0,527.0,333.625,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,158.0,537.0,358.25,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.1071359253297166,0.528386264985161,2.0953154892487773,1.0738104158860997,0.9312630844382415,0.477255098399776,Interphase,KTProtein_Interphase_1,Expt-1
4,0_5,5.0,511.0,928.0,701.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,320.0,598.0,483.4,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.4938995291120307,1.1111751323000043,1.3444321112728927,0.6889965792474344,1.4513860157219696,0.7438084761700697,Interphase,KTProtein_Interphase_1,Expt-1
5,0_6,12.0,67.0,598.0,292.25,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,182.0,601.0,388.75,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.2013931359997974,0.4628576573755363,2.595599569016216,1.330196749358426,0.7517684887459807,0.3852674395299811,Interphase,KTProtein_Interphase_1,Expt-1
6,0_7,11.0,292.0,897.0,753.4545454545455,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,118.0,619.0,376.7272727272728,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.1642380954301457,1.193300960985596,0.9756449826945198,0.5000000000000001,1.9999999999999998,1.0249629913928495,Interphase,KTProtein_Interphase_1,Expt-1
7,0_8,5.0,323.0,930.0,647.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,256.0,613.0,394.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.2200900581163214,1.0256513906463551,1.1895757849530464,0.6096355775169858,1.6403242147922998,0.8406358070238215,Interphase,KTProtein_Interphase_1,Expt-1
8,0_9,5.0,180.0,452.0,322.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,179.0,434.0,307.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,0.9493709874704507,0.5109251677308743,1.858140971381007,0.9522628642281462,1.0501302083333335,0.5381722998426649,Interphase,KTProtein_Interphase_1,Expt-1
9,0_10,9.0,632.0,998.0,779.7777777777778,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,396.0,818.0,558.1111111111111,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.724786773026647,1.234990985443024,1.3965986742874241,0.7157309774864633,1.3971730041807686,0.7160253109292276,Interphase,KTProtein_Interphase_1,Expt-1
10,0_11,9.0,661.0,1332.0,1062.111111111111,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,396.0,789.0,617.4444444444445,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.908150527117077,1.682142893965498,1.1343569764271255,0.5813369599330475,1.720172755083678,0.8815567063815233,Interphase,KTProtein_Interphase_1,Expt-1
11,0_12,8.0,135.0,689.0,387.625,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,167.0,580.0,388.375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.2002342358686078,0.6139100066388101,1.955065437750321,1.00193485972267,0.9980688767299646,0.5114918307546229,Interphase,KTProtein_Interphase_1,Expt-1
12,0_13,11.0,143.0,1163.0,827.4545454545455,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,114.0,860.0,503.8181818181818,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.5569998853460103,1.3105001625109671,1.1880959116882066,0.6088771698527796,1.6423673763984121,0.8416828895396715,Interphase,KTProtein_Interphase_1,Expt-1
13,0_14,15.0,166.0,1391.0,675.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0000.tif,631.4036191106698,252.205,116.0,807.0,354.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0000.tif,323.5826711099718,159.755,1.0964740441227732,1.0693635252693314,1.0253520138033636,0.5254739336492891,1.9030439684329201,0.9752748193185627,Interphase,KTProtein_Interphase_1,Expt-1
14,1_2,5.0,31.0,368.0,192.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0001.tif,648.8041720379703,233.11,129.0,572.0,344.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0001.tif,309.87671594508976,150.48,1.1101189030961491,0.2971620841992932,3.7357353515923064,1.784232365145228,0.5604651162790698,0.26768491498568375,Interphase,KTProtein_Interphase_1,Expt-1
15,1_3,9.0,347.0,921.0,612.5555555555555,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0001.tif,648.8041720379703,233.11,317.0,833.0,585.6666666666666,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0001.tif,309.87671594508976,150.48,1.8899989464534241,0.9441301119125767,2.0018416133606296,0.9561037547614728,1.0459115917283248,0.499540020212304,Interphase,KTProtein_Interphase_1,Expt-1
16,1_4,5.0,1416.0,1674.0,1566.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0001.tif,648.8041720379703,233.11,516.0,937.0,735.4,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0001.tif,309.87671594508976,150.48,2.3732018643514765,2.4145960638309782,0.9828566773136265,0.46942423081833273,2.130269241229263,1.017442342390378,Interphase,KTProtein_Interphase_1,Expt-1
17,1_6,5.0,48.0,548.0,245.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0001.tif,648.8041720379703,233.11,139.0,557.0,318.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0001.tif,309.87671594508976,150.48,1.0281508212977706,0.3785425719883112,2.7160771268007293,1.2972312703583062,0.7708725674827369,0.36817805729173136,Interphase,KTProtein_Interphase_1,Expt-1
18,1_8,8.0,49.0,537.0,295.125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0001.tif,648.8041720379703,233.11,280.0,584.0,423.5,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0001.tif,309.87671594508976,150.48,1.3666725449454045,0.45487531171844603,3.004499276477184,1.4349851757729775,0.6968713105076741,0.3328341623608289,Interphase,KTProtein_Interphase_1,Expt-1
19,1_10,5.0,100.0,882.0,463.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0001.tif,648.8041720379703,233.11,95.0,556.0,317.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0001.tif,309.87671594508976,150.48,1.023632895529356,0.7136205652711242,1.4344217996862936,0.685097192224622,1.4596469104665826,0.6971450100791126,Interphase,KTProtein_Interphase_1,Expt-1
20,2_1,5.0,1014.0,1533.0,1225.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,363.0,919.0,640.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.0009280365303552,1.7703073586665021,1.130271546765512,0.5222711698482624,1.9147141518275537,0.8847431423552076,Interphase,KTProtein_Interphase_1,Expt-1
21,2_2,8.0,21.0,201.0,112.25,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,250.0,918.0,566.125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,1.7694085983766747,0.16211209088784048,10.914723193601056,5.043429844097996,0.19827776551115037,0.09161936425343954,Interphase,KTProtein_Interphase_1,Expt-1
22,2_3,37.0,30.0,2380.0,1077.7837837837835,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,175.0,1581.0,746.4864864864865,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.333123617153778,1.5565414941131166,1.498915143590914,0.692612468027484,1.4438088341781314,0.6671491740381812,Interphase,KTProtein_Interphase_1,Expt-1
23,2_4,48.0,110.0,4456.0,1808.1458333333333,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,150.0,2603.0,844.2291666666666,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.6386157588878336,2.6113345360517006,1.0104472339562367,0.4669032503370165,2.141771339732991,0.9896607822703098,Interphase,KTProtein_Interphase_1,Expt-1
24,2_5,17.0,56.0,1366.0,630.4705882352941,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,169.0,1211.0,672.5882352941177,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.102156602687403,0.9105292231813832,2.308719532737765,1.066803508117186,0.9373797446213049,0.43314052912012363,Interphase,KTProtein_Interphase_1,Expt-1
25,2_6,13.0,115.0,1163.0,611.3076923076923,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,334.0,1334.0,755.7692307692307,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.3621365869933357,0.8828540594727896,2.6755685853717694,1.236315590788977,0.8088549618320611,0.373752332669525,Interphase,KTProtein_Interphase_1,Expt-1
26,2_7,47.0,85.0,3319.0,1473.2340425531916,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,173.0,2138.0,828.8297872340426,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.590485408916096,2.127653015638696,1.2175318954150345,0.5625920683977932,1.7774868437941216,0.8213337192773239,Interphase,KTProtein_Interphase_1,Expt-1
27,2_9,10.0,43.0,1853.0,826.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,247.0,1103.0,740.3,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.3137879185308057,1.1932027571628847,1.9391406067753072,0.8960300169450495,1.1160340402539513,0.5156923621247608,Interphase,KTProtein_Interphase_1,Expt-1
28,2_10,14.0,29.0,693.0,302.92857142857144,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,226.0,1316.0,687.0714285714286,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.147423437250132,0.4374911724182829,4.908495468331398,2.268097146899316,0.4408982222684271,0.20372841463372923,Interphase,KTProtein_Interphase_1,Expt-1
29,2_11,42.0,27.0,2940.0,1223.1666666666667,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,214.0,2003.0,945.1666666666666,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.95409322481611,1.7665042836315685,1.6722819481326723,0.7727210791660989,1.2941280197496035,0.5979852865819872,Interphase,KTProtein_Interphase_1,Expt-1
30,2_12,5.0,1628.0,1851.0,1726.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,582.0,1094.0,887.4,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.773545047824175,2.4938544191102268,1.112151947030548,0.5138985406532314,1.9459093982420554,0.8991577119205748,Interphase,KTProtein_Interphase_1,Expt-1
31,2_13,14.0,68.0,1001.0,474.7142857142857,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,211.0,1173.0,611.1428571428571,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,1.9101107110003255,0.685585081794838,2.786103084389937,1.2873909118266627,0.7767648433847593,0.3589242643615128,Interphase,KTProtein_Interphase_1,Expt-1
32,2_14,5.0,261.0,927.0,594.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,462.0,1168.0,779.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.4347437370464644,0.8590135559918709,2.834348445450499,1.3096839273705447,0.7635430038510911,0.3528147718058911,Interphase,KTProtein_Interphase_1,Expt-1
33,4_1,13.0,454.0,7883.0,3288.923076923077,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,879.0,4752.0,2554.923076923077,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,7.094791424688332,3.857041460931464,1.83943872435713,0.7768266442136776,1.2872884928042392,0.5436440946677865,Interphase,KTProtein_Interphase_1,Expt-1
34,4_2,25.0,708.0,10147.0,4251.44,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,480.0,6700.0,2638.92,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,7.328043319795897,4.98582057565282,1.4697767816958391,0.6207120410966638,1.6110530065329753,0.6803754232980825,Interphase,KTProtein_Interphase_1,Expt-1
35,4_3,34.0,1074.0,17681.0,6211.088235294118,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,339.0,13118.0,3619.176470588235,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,10.050127309072124,7.283972376588775,1.379759118990343,0.5826960322383592,1.7161606475311253,0.7247641898042052,Interphase,KTProtein_Interphase_1,Expt-1
36,4_4,34.0,1333.0,11449.0,4877.794117647059,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,432.0,9175.0,3077.0882352941176,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,8.544797071176694,5.7203691632865565,1.4937492366781802,0.630836021586421,1.585198000401449,0.6694564090448096,Interphase,KTProtein_Interphase_1,Expt-1
37,4_5,25.0,471.0,6536.0,2933.36,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,768.0,5699.0,2473.96,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,6.869964247283835,3.4400595195503074,1.997048076709409,0.8433877873837511,1.1856941906902294,0.500739071664077,Interphase,KTProtein_Interphase_1,Expt-1
